,index,reviewId,content,score,reviewCreatedVersion,at,Positive,Negative,Neutral,result
6171,6171,5f93513a-8c30-4f5d-86d7-1c15dd725783,The worst service..i made an order.. waited 3 hours.. didn't get it...just waisted my time.,1,,11/8/2020 15:41,0.0,0.24,0.76,Negative
6172,6172,d7ea7499-2996-4f10-9e4c-43922895b123,Stay away!! They're deliveribg many orders at the same time!! You will get an ice cold food!!!!!! They hold my money and there was no representative pick up the order for 10 minutes!! After that I received a message that the restaurant refuse the order!!!!!! While they didn't send the order to restaurant yet! I'm waiting for the refund now!,1,7.18.0,11/8/2020 3:04,0.0,0.09,0.91,Negative
6173,6173,6733fcd6-db68-46de-ac42-3c198f72353b,"The worse app the worse customer servies The driver missed item And when i call the customer service he said the driver can't come back and the money will deposit on the wallet After one month they take the money off Ok but this is my money not a coupon from the app, I try to contact them but no contact number any more. I wrote to them on twitter and instgram , they write to me back to the help and support section on the app.",1,7.18.0,11/8/2020 1:38,0.11,0.092,0.799,Positive
6174,6174,4c920a42-8dda-4c4f-b3a3-47595a61d2e7,Pathetic app.... I have placed first order but for sure it is the last order....no customer support..... No help center contact.... Going to uninstall it...,1,7.18.0,11/7/2020 22:03,0.205,0.163,0.632,Positive
6176,6176,9c83bc46-9a90-4dcc-aae2-10e4eaf78aa8,Its cheating app. especially its promos. very very poor customer support by hungerstation. Disaster performance. DO NOT INSTALL,1,6.0.2,11/7/2020 19:55,0.105,0.401,0.494,Negative
6178,6178,ae1db79e-59e0-44f5-9442-3aa8eaea899e,"Only shows restaurant near your area, comparing to jahez that have way more restaurants",3,,11/7/2020 0:26,0.0,0.0,1.0,Neutral
6179,6179,ef3c75b8-6958-49dc-a24a-085b25b7025a,Very bad customer support. No one in agent chat responds,1,7.18.0,11/6/2020 14:31,0.186,0.376,0.439,Negative
6181,6181,13597261-399d-4e48-b334-459de9d9609a,"All restaurant is busy in this year 2020, Unlike last year.",1,7.18.0,11/5/2020 19:55,0.0,0.0,1.0,Neutral
6182,6182,3943f211-d048-45ad-9b7c-e4236c6b886d,"Stay away guys, when things go wrong there is no contact number to address your situation (this is a must for a similar business that is making tons of money). They, instead, have a ticket section where you write to them so they respond to your urgent issues at their own leisure... Worst of all, they close your complaints tickets without apologies or contacting you at all. Worst possible service ever! Just stay away or use the app to check restaurants menus",2,6.15.0,11/5/2020 13:21,0.034,0.18,0.786,Negative
6183,6183,f0968620-2e86-4ed4-a59f-a452d733ff7b,"For now I'll give it a 3s although it came in 30mins thats good. What I want is please put a comment so that we can request to the store what we like in our order.. Ex: more sauce or less sauce , more condiments like catsup and mayonnaise or the cook is well done. I order recently and is not cook very well. I hope you respond to this. It's a good app just need more upgrade in it just like I said in the request/comment in ordering. Thank you more power",3,7.18.0,11/5/2020 12:01,0.266,0.0,0.734,Positive
6184,6184,b8490841-7f83-4621-b25d-ba5cbbb60c16,Always sent wrong food especialy in madinah..i think cz of the attitude of some workers..i got another episode today 4th nov 2020 which i paid big money to Al Rhomanshiah but get food i did not eat Will remove the apps..there is many more place with better services,1,7.18.0,11/4/2020 20:07,0.084,0.041,0.875,Positive
6185,6185,f65a8da3-941b-41f5-9129-6e0a47c2fdef,"Sometimes the service is good, sometimes it's Pathetic! Once, At my friend's place we ordered pizza one was thin as paper other was thicker than a brick.",3,7.18.0,11/4/2020 10:26,0.094,0.129,0.777,Negative
6187,6187,99116b90-6c3b-4c27-9ca6-558ff55cf85c,Tooo good,5,6.4.0,11/4/2020 0:51,0.744,0.0,0.256,Positive
6188,6188,4e63d823-a69d-480a-aa68-17b2a2b09621,I can do a lot of orders,5,,11/3/2020 21:04,0.0,0.0,1.0,Neutral
6189,6189,44acabe7-cda3-4cba-b799-b2b7b32025b5,Scam. Will take your money but will not deliver your order. Late. Or wrong item.,1,7.18.0,11/3/2020 20:32,0.0,0.333,0.667,Negative
6190,6190,4b5fad7b-646b-4d86-a843-1005e9f608ed,"I should give this app zero stars. I had no real problems until last week when the driver lied and claimed to deliver my food but it never came. In essence, he stole my money. I've been waiting about a week to get this resolved it never was. However, on my ticket it's showing it was. If it takes a week to process a refund when the driver lies and steals your money, then why even use this app. You need to punish the driver and give me my refund. I'm scared another driver might do this.",1,8.0.0,11/3/2020 17:30,0.021,0.202,0.777,Negative
6191,6191,dff3d4e6-9da4-4564-9651-5eb1faefcb5c,Where is the map tracking ??,4,7.18.0,11/3/2020 15:45,0.0,0.0,1.0,Neutral
6193,6193,66a2c7a4-f44f-4d19-a20d-aa972dd3afae,Excellent,5,7.18.0,11/2/2020 22:07,1.0,0.0,0.0,Positive
6194,6194,ade2add3-b7fe-4bc8-aca1-711124f1b0d3,Best App,5,7.18.0,11/2/2020 19:40,0.808,0.0,0.192,Positive
6195,6195,09fcb191-7423-4933-b249-baad3f5f346b,Useless application . I ordered to Al dukan dove soap and they sent me dove cream hahahahaha,1,7.18.0,11/2/2020 14:51,0.0,0.167,0.833,Negative
6196,6196,c2b42fd4-5d09-4385-a3c2-36d9cc0f8c5a,I never received my order and they will not connect me to customer service. Its a scam,1,7.18.0,11/1/2020 19:11,0.0,0.209,0.791,Negative
6200,6200,fd05677d-2771-46a0-8a68-06b291a82383,Good,5,7.17.0,10/30/2020 23:57,1.0,0.0,0.0,Positive
6201,6201,c66f5e5c-5ab9-4e19-a382-fad6846da711,A Mo,1,7.16.0,10/30/2020 21:21,0.0,0.0,1.0,Neutral
6203,6203,5f5bce3d-040a-463f-b49f-e77c789cd7cf,Good,5,7.18.0,10/30/2020 13:52,1.0,0.0,0.0,Positive
6204,6204,b03fabb8-62d0-482e-abd1-dedac310a913,Good,5,7.18.0,10/30/2020 13:02,1.0,0.0,0.0,Positive
6205,6205,a9e640da-ea01-4316-a3d6-c83004099ded,Very good sevice,5,7.0.2,10/30/2020 2:29,0.615,0.0,0.385,Positive
6206,6206,450c10f3-bb43-45a8-a574-60f8011e3dab,Pathetic ! Customer service is nonexistent. Driver and restaurant feedback is a joke !,1,7.18.0,10/30/2020 1:35,0.142,0.277,0.581,Negative
6207,6207,23b9f945-79be-47f8-9cc1-67c4f92d3923,"Very poor customer service. There is no immidiate calling sevice. U may stuck into sth while making an order but you will be assisted in 24 hrs that too through msg & not call. Also the wallet balance has an expiry date. While one cannot use wallet balance to if it is 10 20 sar while he is ordering food for 50 or 100 sar. Ideally the wallet balance should be adjusted while the rest payment can be made by card. In short wallet bal is useless. I tried paying,card deducted full w/o consuming wallet",1,7.15.1,10/29/2020 19:17,0.037,0.09,0.873,Negative
6208,6208,59542960-ca7b-4327-ad9b-385cbdb6718e,Last update on 18 October 2020 has problem not showing driver information or status.,5,,10/29/2020 14:49,0.0,0.172,0.828,Negative
6209,6209,c468c7d8-01dd-43fd-94f7-0773aed8b337,Very bad,1,7.18.0,10/29/2020 13:14,0.0,0.791,0.209,Negative
6210,6210,95a6b76f-efcc-44bb-8ad0-53ea5df7f1f7,Hunger station they are liers everywhere they have sign board saying 50 %off on Thursday with I try to register and apply for D50 There is no off LIERSSSSS,1,7.17.0,10/28/2020 18:25,0.0,0.139,0.861,Negative
6211,6211,c70cc3ff-2dda-4559-853c-200e19c37944,VERY good,5,7.18.0,10/28/2020 18:14,0.797,0.0,0.203,Positive
6212,6212,a0c5a86b-59eb-4cfc-9078-a1c4b366f257,Poor customer service and TaT . No calling service go resolve the customer issue. Poor payment method. No efficient way to utilise the wallet balance.,1,7.18.0,10/28/2020 17:19,0.159,0.312,0.529,Negative
6215,6215,c2d0e83e-90b0-46f5-beb4-8587da13dd07,Nothing like this app,5,7.18.0,10/28/2020 3:57,0.0,0.413,0.587,Negative
6217,6217,ab868a5f-ab19-442c-9aad-f47180556343,Very nice & quickly service.. Thank you hungerstation ksa,5,,10/27/2020 19:05,0.482,0.0,0.518,Positive
6218,6218,543dd1bf-9d03-405a-b4a2-e0fa2f1f1aba,"FAKE OFFER FAKE OFFER Don't get fooled by their First, jed, free delivery offer.. they are not giving any offers. I have tried from many number's but not working. This just a marketing propoganda.. Also prices are higher then actual restaurant prices. Like mcdonalds mc saver meals are available for 13riyal but here its 3 to 4 riyal expensive. Burgers and sandwiches are also priced more than actual.",1,7.18.0,10/27/2020 17:52,0.098,0.089,0.813,Positive
6219,6219,98845b0c-04a4-4414-8b3a-de39170b3ee8,"I send them 2 times that i did not receive my order and i contact them on thier help center no body response to me, no phone contact number at all for them so you CAN NOT contact them, only help center with e mail and no response and till now i lost my 58 riyals i ordered from them. Also they are not include or update the offers same of original restaurants, when call directly the restaurant you can gets the offer not included in HungerStation ex, KFC offer 56 riyals 12 pieces not in the menu.",1,7.14.0,10/26/2020 19:13,0.089,0.088,0.823,Positive
6220,6220,ae64072a-e3ed-479d-9ae3-686d7ebd899b,It is not clear how to use the money in the wallet,1,7.17.0,10/26/2020 13:02,0.0,0.166,0.834,Negative
6221,6221,6c173e3a-2642-4ecc-b2cf-26a5a87f9c0c,Drive not answering V.BaD,1,7.17.0,10/26/2020 3:07,0.0,0.0,1.0,Neutral
6222,6222,9d1566b7-c58c-4396-98e3-f57b2e4ed907,"I am first time user and D50 code not working, is it fake",1,7.17.0,10/25/2020 22:10,0.0,0.22,0.78,Negative
6223,6223,f260b953-0cf9-4c73-8f60-6fd481307d0b,"I have such a very bad experience with this app , i can't get my orders right and I can't get it on going I've tried to order twice but it has been cancelled by it self it's wired since this app is old in this category but it seems they never get better",1,7.17.0,10/25/2020 0:31,0.0,0.148,0.852,Negative
6224,6224,a3f4085f-7982-4bd3-b4a8-3d2d7b59a178,They will not deliver the food and yet the application says it is delivered.,1,7.17.0,10/24/2020 11:35,0.0,0.0,1.0,Neutral
6225,6225,835e3398-ce5e-4cb4-b0b8-60038e6b59a1,"If I had the chance to give a zero for sure this app will have it First of all why it says a (free delivery offer then take 500 fills charge, second point if I order something it gets to much delay, last order was from a restaurant that is 3 minutes away from my place and says 20 minutes fast but I was waiting for like more than one hour, there are no offers nothing interesting its like calling the place but in an app that take more charges, the app needs to be upgraded 4 sure then u'll get 5",1,7.16.0,10/23/2020 23:03,0.118,0.097,0.785,Positive
6226,6226,a635ee3f-45ab-4d35-bcaf-6e6583159afb,Worst app ever I came across. The delivery charges always high and offer coupons never works. And the worst part is 0 costumer help. I tried to get help from costumer chat I waited morethan 5 minutes but still didn't got response. If you are running any company run in better way or don't bother. And don't waste the time.,1,7.17.0,10/23/2020 21:25,0.196,0.1,0.704,Positive
6227,6227,17b87cc5-17a4-437c-a650-2cab8133c5ad,"Manytimes albaik 4 pieces chiken broast not available in the shop. Everyone know albaik is famous for the chiken broast only. If this item is not available in this shop, so what we order from the al baik shop. Hunger stations corporation should talk about it with the shop...",1,7.18.0,10/23/2020 20:40,0.0,0.041,0.959,Negative
6228,6228,3412baf2-f0a4-4ba7-810b-69e89d2f0408,Why do I not see al baik although it is in dammam not even 4 km your app gives me restaurants more than 5km away from me so please do add al baik around my location,2,7.17.0,10/23/2020 19:08,0.083,0.0,0.917,Positive
6229,6229,f58c2cf8-a11f-4286-bc4a-602acfe4c294,Very good,5,7.17.0,10/23/2020 17:07,0.762,0.0,0.238,Positive
6230,6230,f6227ae1-417b-474b-b29d-e2f17fdd8e51,Good,3,,10/23/2020 11:20,1.0,0.0,0.0,Positive
6231,6231,a1918170-3f6b-4df8-af33-c40cd0f97e74,Good,5,,10/22/2020 23:52,1.0,0.0,0.0,Positive
6232,6232,e53a6679-c49d-4f73-bad0-129a91b3f14d,Great! But I can't find the cash on delivery payment option.,5,,10/22/2020 21:45,0.24,0.0,0.76,Positive
6233,6233,c22179be-29f7-4059-9130-94323a1f4e79,"The service is very much disappointing. we ordered from dunkin donut then waited for 20mins. then after some time the driver just cancelled. we called the driver & said we'll get a refund but when we contacted the help support, they said they will not refund. where is the justice? We paid for the food we didnt receive. & you will not refund?? We message directly the driver and the help support only to get this kind of service?? Wow! To think you do not allow cash on delivery.",1,,10/22/2020 21:03,0.234,0.053,0.713,Positive
6234,6234,fa634b6a-ab48-4c8a-b56d-b62c8db3ff56,The worst,1,7.17.0,10/22/2020 15:13,0.0,0.804,0.196,Negative
6235,6235,569a74d0-b0a3-456a-8c07-ef510b2d65dd,Very nice app,5,7.17.0,10/22/2020 4:13,0.607,0.0,0.393,Positive
6236,6236,f1265599-83b1-4cfb-a7be-8c88b1036e31,Sls,5,,10/21/2020 23:24,0.0,0.0,1.0,Neutral
6237,6237,608be78c-3b14-473f-8c0a-05cd70d565a9,Worst customer service ever,1,,10/21/2020 21:24,0.0,0.577,0.423,Negative
6238,6238,16dfe8b9-9fdc-4f57-bf88-e1e7981e6484,Good,3,,10/21/2020 16:04,1.0,0.0,0.0,Positive
6240,6240,12754e19-7229-4af1-9faa-1c1917bc8b8e,Biggest theif on middle east in the history. Every single illegal activity does this company. Worst company i have ever seen in saudi Arabia. Only eats haraam from drivers. My advice is don't order anyone because if you ordering you are pushing to someone in hell. So don't throw anyone to hell even you know everything. They tortures drivers. So thats why every years changes the driver. No one stay more than 2 months. This is the real experience with us no where will hear good about this company.,1,,10/20/2020 19:40,0.027,0.232,0.74,Negative
6241,6241,59076201-21a2-419a-a2b2-9c3b662aa67e,"customer service it became soo bad lately ratings for restaurants is a miss, sorry but I will change it.",1,7.17.0,10/20/2020 19:34,0.0,0.251,0.749,Negative
6242,6242,0b8442b0-8c04-4e28-a087-582529b71b0b,Unfair!!!,1,,10/20/2020 15:49,0.0,1.0,0.0,Negative
6243,6243,4a21f21d-7a64-4748-89c9-384b4601cc85,Nice,5,7.17.0,10/19/2020 19:42,1.0,0.0,0.0,Positive
6244,6244,cf54d986-3c9b-445a-b54d-c12eb9d5d58a,Good-okay!,5,7.17.0,10/19/2020 16:17,0.0,0.0,1.0,Neutral
6245,6245,8aefc614-3b5e-490c-97e9-8271d9dc5ba1,Great app bad service from drivers,2,,10/18/2020 19:39,0.353,0.302,0.345,Positive
6246,6246,473bfddf-0efb-4ab0-984a-60fffcebe524,Worst application for Saudi Arabia i have ordered something with coupon but the order get confirmed without coupon and there no option for cancellation !! Then i contact to help center he said he can't cancel my order !!!,1,7.17.0,10/18/2020 12:40,0.151,0.118,0.73,Positive
6247,6247,ef8794cb-c87a-48e6-b685-50c9ba849df7,Very bad app Very bad service They take there money before the order comes to you,1,7.17.0,10/17/2020 23:47,0.0,0.351,0.649,Negative
6248,6248,4a509f8f-e0ae-45b1-a2b4-e32f4ca27c5f,Wasting time very very bad,1,,10/17/2020 22:48,0.0,0.693,0.307,Negative
6249,6249,4c6a5b06-aba2-4889-bf89-63c2821b6c1a,Very bad. Their customer service is useless. I was on the line with the agent for 30 minutes and got no answers. My order took 1 hour and 30 minutes to arrive. Very bad,1,7.17.0,10/17/2020 21:55,0.0,0.31,0.69,Negative
6251,6251,6d161e52-1fba-46e4-8b47-0550ef604c8d,I can't Change the LANGUAGE,1,,10/17/2020 18:41,0.0,0.0,1.0,Neutral
6252,6252,0ae899ad-fbe7-4687-a1a2-e7f3ea412123,Bad service,1,,10/17/2020 15:54,0.0,0.778,0.222,Negative
6253,6253,0bf8df72-678f-4264-acdf-e5a02f86c715,Never got my order nor got refunded by customer service!! I basically paid for the driver to have dinner!!! Thanks for your ultimate disrespect,1,7.17.0,10/17/2020 15:40,0.146,0.1,0.754,Positive
6254,6254,f32971d0-59e9-4e07-be45-5fd7d0462885,Good,5,7.5.0,10/17/2020 14:00,1.0,0.0,0.0,Positive
6255,6255,2f3863f6-8387-44df-871c-d0fe24fbb849,The app keeps crashing!!!,1,7.17.0,10/17/2020 12:44,0.0,0.0,1.0,Neutral
6258,6258,96ad422c-9803-409f-91b6-c8669cfba21f,I don't know what the problem is. Anytime I go to order Al Bike the store shows up closed.plz tell me the solution. Tnx,3,7.17.0,10/16/2020 21:56,0.169,0.103,0.728,Positive
6259,6259,bcf955cf-6189-44ea-9a6a-2d06ba7e609c,Good,5,7.17.0,10/16/2020 12:02,1.0,0.0,0.0,Positive
6260,6260,ec1abb81-11f6-465d-bfe9-9841178605c7,"Very bad one, two years always delayed orders missing items or open bags the drives are very bad they don't handle our food greatly just throw it in the car like it's some groceries in a bag , hunger station I am sorry to say but you provide poor service",1,7.17.0,10/16/2020 4:16,0.032,0.264,0.704,Negative
6261,6261,eac43cbd-1b77-4fc1-b174-d6df6c34398c,Drivers had no attitude with customers. This happen many times. They refuse to deliver the order to my apartment door. Although there is option if you want that. In any place in the world the driver do that where ever you are. The app is good but you should take care for this issue seriously,2,7.17.0,10/16/2020 0:43,0.12,0.085,0.795,Positive
